"filename", "language", "JavaScript", "SCSS", "JavaScript React", "JSON", "CSS", "comment", "blank", "total"
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/form-validations/AvailityDefaultValues.js", "JavaScript", 84, 0, 0, 0, 0, 1, 13, 98
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/form-validations/FormikBasicFieldLevel.js", "JavaScript", 87, 0, 0, 0, 0, 0, 10, 97
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/form-validations/FormikBasicFormLevel.js", "JavaScript", 76, 0, 0, 0, 0, 0, 13, 89
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/form-validations/FormikCustomComponents.js", "JavaScript", 323, 0, 0, 0, 0, 0, 17, 340
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/form-validations/FormikCustomWithTopLabels.js", "JavaScript", 300, 0, 0, 0, 0, 0, 19, 319
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/form-validations/FormikFields.js", "JavaScript", 282, 0, 0, 0, 0, 0, 21, 303
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/form-validations/FormikValidationSchema.js", "JavaScript", 111, 0, 0, 0, 0, 0, 13, 124
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/form-validations/TooltipLocations.js", "JavaScript", 152, 0, 0, 0, 0, 0, 22, 174
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/navs/Breadcrumb.js", "JavaScript", 53, 0, 0, 0, 0, 0, 6, 59
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/navs/Sidebar.js", "JavaScript", 524, 0, 0, 0, 0, 127, 34, 685
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/navs/Topnav.DarkSwitch.js", "JavaScript", 66, 0, 0, 0, 0, 0, 9, 75
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/navs/Topnav.EasyAccess.js", "JavaScript", 46, 0, 0, 0, 0, 0, 4, 50
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/navs/Topnav.Notifications.js", "JavaScript", 52, 0, 0, 0, 0, 0, 5, 57
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/navs/Topnav.js", "JavaScript", 350, 0, 0, 0, 0, 51, 43, 444
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/pages/AddNewModal.js", "JavaScript", 62, 0, 0, 0, 0, 28, 3, 93
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/pages/ContextMenuContainer.js", "JavaScript", 21, 0, 0, 0, 0, 0, 3, 24
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/pages/DataListView.js", "JavaScript", 123, 0, 0, 0, 0, 5, 10, 138
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/pages/FeatureComparison.js", "JavaScript", 321, 0, 0, 0, 0, 0, 23, 344
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/pages/GalleryDetail.js", "JavaScript", 73, 0, 0, 0, 0, 0, 8, 81
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/pages/GalleryProfile.js", "JavaScript", 121, 0, 0, 0, 0, 0, 13, 134
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/pages/ImageListView.js", "JavaScript", 69, 0, 0, 0, 0, 1, 3, 73
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/pages/ListPageHeading.js", "JavaScript", 261, 0, 0, 0, 0, 0, 14, 275
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/pages/ListPageHeading.scss", "SCSS", 0, 4, 0, 0, 0, 2, 1, 7
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/pages/Orders.js", "JavaScript", 40, 0, 0, 0, 0, 0, 5, 45
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/pages/Pagination.js", "JavaScript", 99, 0, 0, 0, 0, 0, 6, 105
"/Users/mac/Workspaces/Code/foa/frontend/src/containers/pages/ThumbListView.js", "JavaScript", 75, 0, 0, 0, 0, 1, 4, 80
"/Users/mac/Workspaces/Code/foa/frontend/src/data/charts.js", "JavaScript", 267, 0, 0, 0, 0, 3, 14, 284
"/Users/mac/Workspaces/Code/foa/frontend/src/data/notifications.js", "JavaScript", 27, 0, 0, 0, 0, 1, 1, 29
"/Users/mac/Workspaces/Code/foa/frontend/src/data/profileStatuses.js", "JavaScript", 28, 0, 0, 0, 0, 6, 1, 35
"/Users/mac/Workspaces/Code/foa/frontend/src/helpers/Firebase.js", "JavaScript", 10, 0, 0, 0, 0, 0, 6, 16
"/Users/mac/Workspaces/Code/foa/frontend/src/helpers/IntlMessages.js", "JavaScript", 6, 0, 0, 0, 0, 0, 3, 9
"/Users/mac/Workspaces/Code/foa/frontend/src/helpers/ThemeColors.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 20
"/Users/mac/Workspaces/Code/foa/frontend/src/helpers/Utils.js", "JavaScript", 138, 0, 0, 0, 0, 45, 24, 207
"/Users/mac/Workspaces/Code/foa/frontend/src/index.js", "JavaScript", 24, 0, 0, 0, 0, 0, 4, 28
"/Users/mac/Workspaces/Code/foa/frontend/src/lang/entries/en-US-rtl.js", "JavaScript", 10, 0, 0, 0, 0, 0, 1, 11
"/Users/mac/Workspaces/Code/foa/frontend/src/lang/entries/en-US.js", "JavaScript", 10, 0, 0, 0, 0, 0, 1, 11
"/Users/mac/Workspaces/Code/foa/frontend/src/lang/entries/es-ES.js", "JavaScript", 10, 0, 0, 0, 0, 0, 1, 11
"/Users/mac/Workspaces/Code/foa/frontend/src/lang/index.js", "JavaScript", 13, 0, 0, 0, 0, 0, 3, 16
"/Users/mac/Workspaces/Code/foa/frontend/src/lang/locales/en_US.js", "JavaScript", 179, 0, 0, 0, 0, 15, 18, 212
"/Users/mac/Workspaces/Code/foa/frontend/src/lang/locales/es_ES.js", "JavaScript", 32, 0, 0, 0, 0, 13, 4, 49
"/Users/mac/Workspaces/Code/foa/frontend/src/layout/AppLayout.js", "JavaScript", 30, 0, 0, 0, 0, 0, 3, 33
"/Users/mac/Workspaces/Code/foa/frontend/src/layout/MerchantLayout.js", "JavaScript", 20, 0, 0, 0, 0, 0, 4, 24
"/Users/mac/Workspaces/Code/foa/frontend/src/layout/RestaurantLayout.js", "JavaScript", 20, 0, 0, 0, 0, 0, 4, 24
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/actions.js", "JavaScript", 91, 0, 0, 0, 0, 20, 21, 132
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/auth/actions.js", "JavaScript", 71, 0, 0, 0, 0, 4, 6, 81
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/auth/reducer.js", "JavaScript", 88, 0, 0, 0, 0, 2, 3, 93
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/auth/saga.js", "JavaScript", 141, 0, 0, 0, 0, 51, 23, 215
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/menu/actions.js", "JavaScript", 251, 0, 0, 0, 0, 0, 40, 291
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/menu/reducer.js", "JavaScript", 357, 0, 0, 0, 0, 30, 35, 422
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/menu/saga.js", "JavaScript", 628, 0, 0, 0, 0, 12, 32, 672
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/menu2/actions.js", "JavaScript", 113, 0, 0, 0, 0, 0, 9, 122
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/menu2/reducer.js", "JavaScript", 42, 0, 0, 0, 0, 0, 12, 54
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/merchant/actions.js", "JavaScript", 17, 0, 0, 0, 0, 0, 4, 21
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/merchant/reducer.js", "JavaScript", 33, 0, 0, 0, 0, 0, 3, 36
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/merchant/saga.js", "JavaScript", 46, 0, 0, 0, 0, 4, 5, 55
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/newOrder/actions.js", "JavaScript", 5, 0, 0, 0, 0, 0, 2, 7
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/newOrder/reducer.js", "JavaScript", 22, 0, 0, 0, 0, 33, 5, 60
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/newOrder/saga.js", "JavaScript", 43, 0, 0, 0, 0, 1, 5, 49
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/reducers.js", "JavaScript", 20, 0, 0, 0, 0, 0, 3, 23
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/restaurant/actions.js", "JavaScript", 37, 0, 0, 0, 0, 0, 8, 45
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/restaurant/reducer.js", "JavaScript", 41, 0, 0, 0, 0, 20, 4, 65
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/restaurant/saga.js", "JavaScript", 100, 0, 0, 0, 0, 6, 8, 114
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/sagas.js", "JavaScript", 15, 0, 0, 0, 0, 0, 2, 17
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/settings/actions.js", "JavaScript", 12, 0, 0, 0, 0, 0, 4, 16
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/settings/reducer.js", "JavaScript", 14, 0, 0, 0, 0, 0, 5, 19
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/staff/actions.js", "JavaScript", 52, 0, 0, 0, 0, 0, 9, 61
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/staff/reducer.js", "JavaScript", 53, 0, 0, 0, 0, 0, 4, 57
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/staff/saga.js", "JavaScript", 43, 0, 0, 0, 0, 1, 5, 49
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/store.js", "JavaScript", 33, 0, 0, 0, 0, 9, 12, 54
"/Users/mac/Workspaces/Code/foa/frontend/src/redux/utils/index.js", "JavaScript", 8, 0, 0, 0, 0, 0, 1, 9
"/Users/mac/Workspaces/Code/foa/frontend/src/serviceWorker.js", "JavaScript", 92, 0, 0, 0, 0, 22, 10, 124
"/Users/mac/Workspaces/Code/foa/frontend/src/views/HourSelect/HourSelect.js", "JavaScript", 43, 0, 0, 0, 0, 0, 9, 52
"/Users/mac/Workspaces/Code/foa/frontend/src/views/HourSelect/HourSelect.scss", "SCSS", 0, 38, 0, 0, 0, 3, 7, 48
"/Users/mac/Workspaces/Code/foa/frontend/src/views/HourSelect/index.js", "JavaScript", 2, 0, 0, 0, 0, 0, 2, 4
"/Users/mac/Workspaces/Code/foa/frontend/src/views/app/MenuCreate/MenuCreate.js", "JavaScript", 214, 0, 0, 0, 0, 18, 23, 255
"/Users/mac/Workspaces/Code/foa/frontend/src/views/app/MenuCreate/MenuCreate.scss", "SCSS", 0, 2, 0, 0, 0, 0, 1, 3
